Country,Category,DateTime,Value,Frequency,HistoricalDataSymbol,LastUpdate
Euro Area,Manufacturing Production,1998-10-31T00:00:00,1.7,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,1998-11-30T00:00:00,1.4,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,1998-12-31T00:00:00,-1.2,Monthly,EuroAreaManPro,2023-04-13T22:34:00
Euro Area,Manufacturing Production,1999-01-31T00:00:00,1,Monthly,EuroAreaManPro,2023-04-13T22:34:00
Euro Area,Manufacturing Production,1999-02-28T00:00:00,-1.1,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,1999-03-31T00:00:00,0,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,1999-04-30T00:00:00,-0.5,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,1999-05-31T00:00:00,-0.5,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,1999-06-30T00:00:00,0.9,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,1999-07-31T00:00:00,1.1,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,1999-08-31T00:00:00,2.9,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,1999-09-30T00:00:00,2.6,Monthly,EuroAreaManPro,2022-11-14T13:42:00
Euro Area,Manufacturing Production,1999-10-31T00:00:00,3.4,Monthly,EuroAreaManPro,2023-04-13T22:34:00
Euro Area,Manufacturing Production,1999-11-30T00:00:00,4.8,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,1999-12-31T00:00:00,5.9,Monthly,EuroAreaManPro,2023-04-13T22:34:00
Euro Area,Manufacturing Production,2000-01-31T00:00:00,2.5,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,2000-02-29T00:00:00,6.4,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,2000-03-31T00:00:00,5.5,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,2000-04-30T00:00:00,6.5,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,2000-05-31T00:00:00,7.7,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,2000-06-30T00:00:00,5.6,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,2000-07-31T00:00:00,5.2,Monthly,EuroAreaManPro,2024-04-15T09:21:00
Euro Area,Manufacturing Production,2000-08-31T00:00:00,8.6,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,2000-09-30T00:00:00,5.5,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,2000-10-31T00:00:00,4.4,Monthly,EuroAreaManPro,2024-03-13T12:00:00
Euro Area,Manufacturing Production,2000-11-30T00:00:00,5,Monthly,EuroAreaManPro,2023-04-13T22:34:00
